Address,Bldg No,exemptVSincomplete,School Type,Total Geogs,Category,City,Count,County,District Name,ESD,Enroll Text,Enrollment,Geography,Grade,Group,LL,Latitude,Longitude,Number of Records,Percent,Reliable,Reported,School Name,School Year,School District,State,Type,UL,Zip,Has6,Hask
6514 260th St E,4227,exempt,PUBLIC,2764,Exemption,Graham,17,Pierce,Bethel,Educational Service District 121,453,453,School,K-12,Personal,3.6%,47.02064,-122.34507,1,3.8%,Yes,1,Rocky Ridge Elementary,2018-19,Bethel,WA,PUBLIC,4.0%,98338,0,1
7719 224th St E,4538,exempt,PUBLIC,2764,Exemption,Graham,12,Pierce,Bethel,Educational Service District 121,488,488,School,K-12,Personal,2.3%,47.05343,-122.32777,1,2.5%,Yes,1,North Star Elementary,2018-19,Bethel,WA,PUBLIC,2.6%,98338,0,1
24323 54th Ave E,4331,exempt,PUBLIC,2764,Exemption,Graham,5,Pierce,Bethel,Educational Service District 121,505,505,School,K-12,Personal,0.9%,47.03047,-122.35785,1,1.0%,Yes,1,Centennial Elementary Bethel,2018-19,Bethel,WA,PUBLIC,1.2%,98338,0,1
22109 108th Ave E,5160,exempt,PUBLIC,2764,Exemption,Graham,18,Pierce,Bethel,Educational Service District 121,595,595,School,K-12,Personal,2.9%,47.05298,-122.28708,1,3.0%,Yes,1,Nelson Elementary School,2018-19,Bethel,WA,PUBLIC,3.2%,98338,0,1
10026 204th St E,4297,exempt,PUBLIC,2764,Exemption,Graham,24,Pierce,Bethel,Educational Service District 121,708,708,School,K-12,Personal,3.3%,47.07132,-122.29555,1,3.4%,Yes,1,Graham Elementary,2018-19,Bethel,WA,PUBLIC,3.5%,98338,0,1
17418 74TH AVE E,5159,exempt,PUBLIC,2764,Exemption,Puyallup,12,Pierce,Bethel,Educational Service District 121,648,648,School,K-12,Personal,1.8%,47.09922,-122.32814,1,1.9%,Yes,1,Frederickson Elementary,2018-19,Bethel,WA,PUBLIC,2.0%,98375,0,1
7315 Eustis Hunt Rd,4381,exempt,PUBLIC,2764,Exemption,Spanaway,5,Pierce,Bethel,Educational Service District 121,434,434,School,K-12,Personal,1.0%,47.07122,-122.33138,1,1.2%,Yes,1,Pioneer Valley Elementary,2018-19,Bethel,WA,PUBLIC,1.3%,98387,0,1
1311  172nd St E,4099,exempt,PUBLIC,2764,Exemption,Spanaway,16,Pierce,Bethel,Educational Service District 121,525,525,School,K-12,Personal,2.9%,47.10078,-122.41207,1,3.0%,Yes,1,Evergreen Elementary,2018-19,Bethel,WA,PUBLIC,3.2%,98387,0,1
320  176th St E,4296,exempt,PUBLIC,2764,Exemption,Spanaway,10,Pierce,Bethel,Educational Service District 121,599,599,School,K-12,Personal,1.6%,47.09734,-122.42891,1,1.7%,Yes,1,Camas Prairie Elementary,2018-19,Bethel,WA,PUBLIC,1.8%,98387,0,1
21615 38th Ave E,4103,exempt,PUBLIC,2764,Exemption,Spanaway,6,Pierce,Bethel,Educational Service District 121,782,782,School,K-12,Personal,0.7%,47.06081,-122.37924,1,0.8%,Yes,1,Shining Mountain Elementary,2018-19,Bethel,WA,PUBLIC,0.9%,98387,0,1
303 159TH ST E,3649,exempt,PUBLIC,2764,Exemption,Tacoma,12,Pierce,Bethel,Educational Service District 121,655,655,School,K-12,Personal,1.7%,47.11239,-122.42909,1,1.8%,Yes,1,Chester H Thompson Elementary,2018-19,Bethel,WA,PUBLIC,2.0%,98445,0,1
15305 Waller Road E,4102,exempt,PUBLIC,2764,Exemption,Tacoma,8,Pierce,Bethel,Educational Service District 121,560,560,School,K-12,Personal,1.3%,47.11789,-122.38913,1,1.4%,Yes,1,Naches Trail Elementary,2018-19,Bethel,WA,PUBLIC,1.6%,98446,0,1
16715 36th Avenue East,2576,exempt,PUBLIC,2764,Exemption,Tacoma,20,Pierce,Bethel,Educational Service District 121,785,785,School,K-12,Personal,2.5%,47.10425,-122.38089,1,2.5%,Yes,1,Clover Creek Elementary,2018-19,Bethel,WA,PUBLIC,2.7%,98446,0,1
3420 Lincoln Blvd SW,3457,exempt,PUBLIC,2764,Exemption,Jblm,2,Pierce,Clover Park,Educational Service District 121,469,469,School,K-12,Personal,0.3%,47.13483,-122.5243,1,0.4%,Yes,1,Carter Lake Elementary School,2018-19,Clover Park,WA,PUBLIC,0.6%,98439,0,1
8890 Concord Avenue,3454,exempt,PUBLIC,2764,Exemption,Jblm Lewis,0,Pierce,Clover Park,Educational Service District 121,319,319,School,K-12,Personal,0.0%,47.12091,-122.58428,1,0.0%,Yes,1,Beachwood Elementary School,2018-19,Clover Park,WA,PUBLIC,0.2%,98433,0,1
10285 Compass Ave,5364,exempt,PUBLIC,2764,Exemption,Jblm Lewis,0,Pierce,Clover Park,Educational Service District 121,331,331,School,K-12,Personal,0.0%,47.09891,-122.58641,1,0.0%,Yes,1,Meriwether Elementary School,2018-19,Clover Park,WA,PUBLIC,0.2%,98433,0,1
61700 Garcia Blvd,3298,exempt,PUBLIC,2764,Exemption,Jblm Lewis,2,Pierce,Clover Park,Educational Service District 121,456,456,School,K-12,Personal,0.4%,47.09891,-122.58641,1,0.4%,Yes,1,Hillside Elementary School,2018-19,Clover Park,WA,PUBLIC,0.6%,98433,0,1
9020 Blaine Ave,4396,exempt,PUBLIC,2764,Exemption,Jblm Lewis,3,Pierce,Clover Park,Educational Service District 121,485,485,School,K-12,Personal,0.5%,47.10925,-122.56524,1,0.6%,Yes,1,Evergreen Elementary School,2018-19,Clover Park,WA,PUBLIC,0.8%,98433,0,1
2410 Stryker Avenue,5365,exempt,PUBLIC,2764,Exemption,Jblm Lewis,8,Pierce,Clover Park,Educational Service District 121,490,490,School,K-12,Personal,1.5%,47.08414,-122.60614,1,1.6%,Yes,1,Rainier Elementary School,2018-19,Clover Park,WA,PUBLIC,1.8%,98433,0,1
7801 Steilacoom Blvd SW,2943,exempt,PUBLIC,2764,Exemption,Lakewood,4,Pierce,Clover Park,Educational Service District 121,281,281,School,K-12,Personal,1.3%,47.1794,-122.54021,1,1.4%,Yes,1,Custer Elementary School,2018-19,Clover Park,WA,PUBLIC,1.7%,98498,0,1
7802 83rd AVE SW,3763,exempt,PUBLIC,2764,Exemption,Lakewood,7,Pierce,Clover Park,Educational Service District 121,330,330,School,K-12,Personal,2.0%,47.18732,-122.54783,1,2.1%,Yes,1,Oakbrook Elementary School,2018-19,Clover Park,WA,PUBLIC,2.4%,98498,0,1
8514 Maple ST SW,2651,exempt,PUBLIC,2764,Exemption,Lakewood,2,Pierce,Clover Park,Educational Service District 121,332,332,School,K-12,Personal,0.5%,47.12505,-122.55292,1,0.6%,Yes,1,Tillicum Elementary School,2018-19,Clover Park,WA,PUBLIC,0.8%,98498,0,1
11014 Holden RD SW,3351,exempt,PUBLIC,2764,Exemption,Lakewood,12,Pierce,Clover Park,Educational Service District 121,456,456,School,K-12,Personal,2.5%,47.15647,-122.56854,1,2.6%,Yes,1,Lake Louise Elementary School,2018-19,Clover Park,WA,PUBLIC,2.8%,98498,0,1
10806 Idlewild RD SW,3117,exempt,PUBLIC,2764,Exemption,Lakewood,11,Pierce,Clover Park,Educational Service District 121,506,506,School,K-12,Personal,2.1%,47.15825,-122.54469,1,2.2%,Yes,1,Idlewild Elementary School,2018-19,Clover Park,WA,PUBLIC,2.3%,98498,0,1
7817 Dower RD West,3455,exempt,PUBLIC,2764,Exemption,Lakewood,8,Pierce,Clover Park,Educational Service District 121,298,298,School,K-12,Personal,2.5%,47.16704,-122.50619,1,2.7%,Yes,1,Dower Elementary School,2018-19,Clover Park,WA,PUBLIC,3.0%,98499,0,1
6300 100th ST SW,2189,exempt,PUBLIC,2764,Exemption,Lakewood,4,Pierce,Clover Park,Educational Service District 121,432,432,School,K-12,Personal,0.8%,47.1666,-122.52108,1,0.9%,Yes,1,Park Lodge Elementary School,2018-19,Clover Park,WA,PUBLIC,1.1%,98499,0,1
11920 Seminole RD SW,3249,exempt,PUBLIC,2764,Exemption,Lakewood,2,Pierce,Clover Park,Educational Service District 121,447,447,School,K-12,Personal,0.4%,47.14998,-122.50915,1,0.4%,Yes,1,Tyee Park Elementary School,2018-19,Clover Park,WA,PUBLIC,0.6%,98499,0,1
10501 47th AVE SW,2652,exempt,PUBLIC,2764,Exemption,Lakewood,3,Pierce,Clover Park,Educational Service District 121,642,642,School,K-12,Personal,0.4%,47.16171,-122.49938,1,0.5%,Yes,1,Lakeview Hope Academy,2018-19,Clover Park,WA,PUBLIC,0.6%,98499,0,1
9101 Lakewood Dr SW,5387,exempt,PUBLIC,2764,Exemption,Lakewood,3,Pierce,Clover Park,Educational Service District 121,689,689,School,K-12,Personal,0.4%,47.1754,-122.50772,1,0.4%,Yes,1,Four Heroes Elementary,2018-19,Clover Park,WA,PUBLIC,0.6%,98499,0,1
1020 Evergreen Way SE,5051,exempt,PUBLIC,2764,Exemption,Auburn,33,Pierce,Dieringer,Educational Service District 121,704,704,School,K-12,Personal,4.6%,47.25202,-122.20616,1,4.7%,Yes,1,Lakeland Hills Elementary,2018-19,Auburn,WA,PUBLIC,4.8%,98092,0,1
21727 34th Street E.,4548,exempt,PUBLIC,2764,Exemption,Lake Tapps,24,Pierce,Dieringer,Educational Service District 121,468,468,School,K-12,Personal,5.0%,47.2268,-122.13879,1,5.1%,Yes,1,Dieringer Heights Elementary,2018-19,Dieringer,WA,PUBLIC,5.3%,98391,0,1
6105 365TH ST E,2361,exempt,PUBLIC,2764,Exemption,Eatonville,16,Pierce,Eatonville,Educational Service District 121,320,320,School,K-12,Personal,4.8%,46.92465,-122.3463,1,5.0%,Yes,1,Weyerhaeuser Elementary,2018-19,Eatonville,WA,PUBLIC,5.3%,98328,0,1
PO Box 669,2205,exempt,PUBLIC,2764,Exemption,Eatonville,6,Pierce,Eatonville,Educational Service District 121,369,369,School,K-12,Personal,1.5%,46.9019,-122.31069,1,1.6%,Yes,1,Eatonville Elementary School,2018-19,Eatonville,WA,PUBLIC,1.8%,98328,0,1
1205 19th Avenue,2878,exempt,PUBLIC,2764,Exemption,Milton,24,Pierce,Fife,Educational Service District 121,571,571,School,K-12,Personal,4.1%,47.24831,-122.30958,1,4.2%,Yes,1,Discovery Primary School,2018-19,Fife,WA,PUBLIC,4.4%,98354,0,1
10232 Barnes Lane,3301,exempt,PUBLIC,2764,Exemption,Tacoma,14,Pierce,Franklin Pierce,Educational Service District 121,467,467,School,K-12,Personal,2.9%,47.16447,-122.44577,1,3.0%,Yes,1,Christensen Elementary,2018-19,Franklin Pierce,WA,PUBLIC,3.2%,98444,0,1
611 132nd Street S,3180,exempt,PUBLIC,2764,Exemption,Tacoma,9,Pierce,Franklin Pierce,Educational Service District 121,508,508,School,K-12,Personal,1.7%,47.13751,-122.44238,1,1.8%,Yes,1,Brookdale Elementary,2018-19,Franklin Pierce,WA,PUBLIC,1.9%,98444,0,1
420 133rd ST E,3532,exempt,PUBLIC,2764,Exemption,Tacoma,6,Pierce,Franklin Pierce,Educational Service District 121,413,413,School,K-12,Personal,1.3%,47.13625,-122.42591,1,1.5%,Yes,1,Elmhurst Elementary School,2018-19,Franklin Pierce,WA,PUBLIC,1.7%,98445,0,1
1709 85th Street E,3000,exempt,PUBLIC,2764,Exemption,Tacoma,9,Pierce,Franklin Pierce,Educational Service District 121,440,440,School,K-12,Personal,1.9%,47.18006,-122.40672,1,2.0%,Yes,1,Harvard Elementary,2018-19,Franklin Pierce,WA,PUBLIC,2.2%,98445,0,1
2300 105th St E,2340,exempt,PUBLIC,2764,Exemption,Tacoma,13,Pierce,Franklin Pierce,Educational Service District 121,552,552,School,K-12,Personal,2.3%,47.16097,-122.39922,1,2.4%,Yes,1,Midland Elementary,2018-19,Franklin Pierce,WA,PUBLIC,2.5%,98445,0,1
4505 104th Street E,2398,exempt,PUBLIC,2764,Exemption,Tacoma,21,Pierce,Franklin Pierce,Educational Service District 121,447,447,School,K-12,Personal,4.6%,47.162,-122.36887,1,4.7%,Yes,1,Central Avenue Elementary,2018-19,Franklin Pierce,WA,PUBLIC,4.9%,98446,0,1
4608 128th St E,2257,exempt,PUBLIC,2764,Exemption,Tacoma,19,Pierce,Franklin Pierce,Educational Service District 121,486,486,School,K-12,Personal,3.8%,47.13996,-122.36723,1,3.9%,Yes,1,Collins Elementary,2018-19,Franklin Pierce,WA,PUBLIC,4.1%,98446,0,1
316 Washington Avenue N,2360,exempt,PUBLIC,2764,Exemption,Orting,21,Pierce,Orting,Educational Service District 121,538,538,School,K-12,Personal,3.8%,47.09598,-122.20111,1,3.9%,Yes,1,Orting Primary School,2018-19,Orting,WA,PUBLIC,4.1%,98360,0,1
12617 118th Ave NW,4189,exempt,PUBLIC,2764,Exemption,Gig Harbor,24,Pierce,Peninsula,Educational Service District 121,405,405,School,K-12,Personal,5.8%,47.3729,-122.69482,1,5.9%,Yes,1,Minter Creek Elementary,2018-19,Peninsula,WA,PUBLIC,6.2%,98329,0,1
13815 62nd Ave NW,3685,exempt,PUBLIC,2764,Exemption,Gig Harbor,21,Pierce,Peninsula,Educational Service District 121,593,593,School,K-12,Personal,3.4%,47.38507,-122.62051,1,3.5%,Yes,1,Purdy Elementary School,2018-19,Peninsula,WA,PUBLIC,3.7%,98332,0,1
6219 40th Street NW,3299,exempt,PUBLIC,2764,Exemption,Gig Harbor,19,Pierce,Peninsula,Educational Service District 121,458,458,School,K-12,Personal,4.0%,47.29374,-122.61992,1,4.1%,Yes,1,Artondale Elementary School,2018-19,Peninsula,WA,PUBLIC,4.4%,98335,0,1
4002 36th St NW,2944,exempt,PUBLIC,2764,Exemption,Gig Harbor,25,Pierce,Peninsula,Educational Service District 121,570,570,School,K-12,Personal,4.3%,47.29064,-122.59156,1,4.4%,Yes,1,Harbor Heights Elementary School,2018-19,Peninsula,WA,PUBLIC,4.6%,98335,0,1
5615 Kopachuck Dr NW,4307,exempt,PUBLIC,2764,Exemption,Gig Harbor,40,Pierce,Peninsula,Educational Service District 121,591,591,School,K-12,Personal,6.6%,47.30822,-122.6796,1,6.8%,Yes,1,Voyager Elementary,2018-19,Peninsula,WA,PUBLIC,6.9%,98335,0,1
4905 Rosedale St NW,4080,exempt,PUBLIC,2764,Exemption,Gig Harbor,14,Pierce,Peninsula,Educational Service District 121,614,614,School,K-12,Personal,2.2%,47.33031,-122.60389,1,2.3%,Yes,1,Discovery Elementary School,2018-19,Peninsula,WA,PUBLIC,2.4%,98335,0,1
1820 Key Peninsula Hwy,3055,exempt,PUBLIC,2764,Exemption,Lakebay,15,Pierce,Peninsula,Educational Service District 121,247,247,School,K-12,Personal,5.8%,47.26754,-122.77835,1,6.1%,Yes,1,Evergreen Elementary Lakebay,2018-19,Peninsula,WA,PUBLIC,6.4%,98349,0,1
17521 Hall Road KPN,3056,exempt,PUBLIC,2764,Exemption,Vaughn,14,Pierce,Peninsula,Educational Service District 121,370,370,School,K-12,Personal,3.6%,47.34434,-122.77909,1,3.8%,Yes,1,Vaughn Elementary School,2018-19,Peninsula,WA,PUBLIC,4.0%,98394,0,1
3411 119th Ave E,3572,exempt,PUBLIC,2764,Exemption,Edgewood,18,Pierce,Puyallup,Educational Service District 121,365,365,School,K-12,Personal,4.8%,47.22718,-122.27132,1,4.9%,Yes,1,Mt View Elementary,2018-19,Puyallup,WA,PUBLIC,5.2%,98372,0,1
1515 Fruitland Ave,3557,exempt,PUBLIC,2764,Exemption,Puyallup,24,Pierce,Puyallup,Educational Service District 121,585,585,School,K-12,Personal,4.0%,47.17584,-122.32437,1,4.1%,Yes,1,Fruitland Elementary,2018-19,Puyallup,WA,PUBLIC,4.3%,98371,0,1
1700 PALISADE BOULEVARD,4562,exempt,PUBLIC,2764,Exemption,Dupont,8,Pierce,Steilacoom Hist,Educational Service District 121,574,574,School,K-12,Personal,1.3%,47.09726,-122.63961,1,1.4%,Yes,1,Chloe Clark Elementary,2018-19,Steilacoom Hist,WA,PUBLIC,1.5%,98327,0,1
510 Chambers,2040,exempt,PUBLIC,2764,Exemption,Steilacoom,0,Pierce,Steilacoom Hist,Educational Service District 121,25,25,School,K-12,Personal,0.0%,47.16902,-122.59927,1,0.0%,Yes,1,Anderson Island Elementary,2018-19,Steilacoom Hist,WA,PUBLIC,2.9%,98388,0,1
1201 GALLOWAY,3446,exempt,PUBLIC,2764,Exemption,Steilacoom,16,Pierce,Steilacoom Hist,Educational Service District 121,391,391,School,K-12,Personal,3.9%,47.16594,-122.58905,1,4.1%,Yes,1,Cherrydale Elementary,2018-19,Steilacoom Hist,WA,PUBLIC,4.3%,98388,0,1
805 Old Pioneer Way NW,4547,exempt,PUBLIC,2764,Exemption,Orting,28,Pierce,Sumner,Educational Service District 121,719,719,School,K-12,Personal,3.8%,47.13699,-122.24163,1,3.9%,Yes,1,Ptarmigan Ridge Elementary School,2018-19,Orting,WA,PUBLIC,4.0%,98360,0,1
810 Mr. Dahl DR,2805,exempt,PUBLIC,2764,Exemption,Tacoma,12,Pierce,Tacoma,Educational Service District 121,427,427,School,K-12,Personal,2.7%,47.26657,-122.46348,1,2.8%,Yes,1,Lowell,2018-19,Tacoma,WA,PUBLIC,3.0%,98403,0,1
1301 E 34th Street,5379,exempt,PUBLIC,2764,Exemption,Tacoma,10,Pierce,Tacoma,Educational Service District 121,221,221,School,K-12,Personal,4.3%,47.23239,-122.41367,1,4.5%,Yes,1,Soar Academy Public Charter School,2018-19,Tacoma,WA,PUBLIC,4.9%,98404,0,1
3550 E Roosevelt Ave,2275,exempt,PUBLIC,2764,Exemption,Tacoma,1,Pierce,Tacoma,Educational Service District 121,237,237,School,K-12,Personal,0.3%,47.22864,-122.39894,1,0.4%,Yes,1,Roosevelt,2018-19,Tacoma,WA,PUBLIC,0.7%,98404,0,1
101 E 46th St,2336,exempt,PUBLIC,2764,Exemption,Tacoma,8,Pierce,Tacoma,Educational Service District 121,349,349,School,K-12,Personal,2.1%,47.21528,-122.4313,1,2.3%,Yes,1,Lyon,2018-19,Tacoma,WA,PUBLIC,2.5%,98404,0,1
2106 E 44th St,2771,exempt,PUBLIC,2764,Exemption,Tacoma,6,Pierce,Tacoma,Educational Service District 121,357,357,School,K-12,Personal,1.5%,47.2174,-122.40604,1,1.7%,Yes,1,Lister,2018-19,Tacoma,WA,PUBLIC,1.9%,98404,0,1
1140 E 65th St,3646,exempt,PUBLIC,2764,Exemption,Tacoma,0,Pierce,Tacoma,Educational Service District 121,398,398,School,K-12,Personal,0.0%,47.19802,-122.41456,1,0.0%,Yes,1,Boze,2018-19,Tacoma,WA,PUBLIC,0.2%,98404,0,1
126 E 60th St,2772,exempt,PUBLIC,2764,Exemption,Tacoma,5,Pierce,Tacoma,Educational Service District 121,411,411,School,K-12,Personal,1.1%,47.20266,-122.43065,1,1.2%,Yes,1,Fawcett,2018-19,Tacoma,WA,PUBLIC,1.4%,98404,0,1
5317 E McKinley Ave,2168,exempt,PUBLIC,2764,Exemption,Tacoma,9,Pierce,Tacoma,Educational Service District 121,487,487,School,K-12,Personal,1.7%,47.20887,-122.42077,1,1.8%,Yes,1,Sheridan,2018-19,Tacoma,WA,PUBLIC,2.0%,98404,0,1
1302 E 38th St,2094,exempt,PUBLIC,2764,Exemption,Tacoma,5,Pierce,Tacoma,Educational Service District 121,531,531,School,K-12,Personal,0.9%,47.22299,-122.41298,1,0.9%,Yes,1,Blix Elementary,2018-19,Tacoma,WA,PUBLIC,1.1%,98404,0,1
6509 38th Ave NW,1423,exempt,PRIVATE,2764,Exemption,Gig Harbor,0,Pierce,Peninsula,Educational Service District 121,Suppressed Data,0,School,K-12,Personal,0.0%,47.31688,-122.58957,1,0.0%,,1,Harbor Christian Schools,2018-19,Peninsula,WA,PRIVATE,0.0%,98335,0,1
1407 South I St,1496,exempt,PRIVATE,2764,Exemption,Tacoma,0,Pierce,Tacoma,Educational Service District 121,Suppressed Data,0,School,K-12,Personal,0.0%,47.24916,-122.44804,1,0.0%,,1,Community Montessori,2018-19,Tacoma,WA,PRIVATE,0.0%,98405,0,1
2411 112th Ave NE,8336,exempt,PRIVATE,2764,Exemption,Bellevue,0,King,Bellevue,Educational Service District 121,0,0,School,K-12,Personal,0.0%,47.63189,-122.19101,1,0.0%,No,1,Bellevue Montessori School,2018-19,Bellevue,WA,PRIVATE,0.0%,98004,0,1
12930 SE Newport Way,8986,exempt,PRIVATE,2764,Exemption,Bellevue,0,King,Bellevue,Educational Service District 121,15,15,School,K-12,Personal,0.0%,47.56836,-122.16679,1,0.0%,No,1,Newport Children'S School,2018-19,Bellevue,WA,PRIVATE,4.8%,98006,0,1
14340 NE 21st,8654,exempt,PRIVATE,2764,Exemption,Bellevue,0,King,Bellevue,Educational Service District 121,14,14,School,K-12,Personal,0.0%,47.62867,-122.15275,1,0.0%,No,1,America'S Child Montessori,2018-19,Bellevue,WA,PRIVATE,5.2%,98007,0,1
13630 100th Ave NE Bldg,8858,exempt,PRIVATE,2764,Exemption,Kirkland,0,King,Lake Washington,Educational Service District 121,11,11,School,K-12,Personal,0.0%,47.7226,-122.20768,1,0.0%,No,1,Countryside Montessori School,2018-19,Lake Washington,WA,PRIVATE,6.5%,98034,0,1
12700 35th Ave NE,801H,exempt,PRIVATE,2764,Exemption,Seattle,2,King,Seattle,Educational Service District 121,12,12,School,K-12,Personal,13.0%,47.72244,-122.29074,1,16.7%,No,1,Laurel Academy,2018-19,Seattle,WA,PRIVATE,22.4%,98125,0,1
8201 Locust Ave E,803Z,exempt,PRIVATE,2764,Exemption,Bonney Lake,2,Pierce,Sumner,Educational Service District 121,15,15,School,K-12,Personal,10.5%,47.18153,-122.18072,1,13.3%,No,1,Bonney Lake Christian Academy,2018-19,Sumner,WA,PRIVATE,18.0%,98391,0,1
6717 212th St SW,1444,exempt,PRIVATE,2764,Exemption,Lynnwood,8,Snohomish,Edmonds,Educational Service District 189,14,14,School,K-12,Personal,52.7%,47.80686,-122.32346,1,57.1%,No,1,Living Wisdom School Of Seattle,2018-19,Edmonds,WA,PRIVATE,61.3%,98036,0,1
730 Lilly Rd SE,802Q,exempt,PRIVATE,2764,Exemption,Olympia,3,Thurston,Olympia,Educational Service District 113,15,15,School,K-12,Personal,16.8%,47.04281,-122.8438,1,20.0%,No,1,Capital Montessori School,2018-19,North Thurston,WA,PRIVATE,24.6%,98501,0,1
306 Steptoe St,8226,exempt,PRIVATE,2764,Exemption,Colton,0,Whitman,Colton,Educational Service District 101,16,16,School,K-12,Personal,0.0%,46.57162,-117.12854,1,0.0%,No,1,Guardian Angel St Boniface School,2018-19,Colton,WA,PRIVATE,4.5%,99113,0,1
2125 112th Ave NE,800U,exempt,PRIVATE,2764,Exemption,Bellevue,1,King,Bellevue,Educational Service District 121,164,164,School,K-12,Personal,0.4%,47.62929,-122.19103,1,0.6%,Yes,1,Cedar Crest Academy,2018-19,Bellevue,WA,PRIVATE,1.1%,98004,0,1
2445 140th Ave NE,1469,exempt,PRIVATE,2764,Exemption,Bellevue,2,King,Bellevue,Educational Service District 121,40,40,School,K-12,Personal,4.0%,47.63213,-122.15381,1,5.0%,Yes,1,Living Montessori Academy,2018-19,Bellevue,WA,PRIVATE,6.9%,98005,0,1
13633 SE 26th St,1463,exempt,PRIVATE,2764,Exemption,Bellevue,4,King,Bellevue,Educational Service District 121,252,252,School,K-12,Personal,1.4%,47.58739,-122.15889,1,1.6%,Yes,1,Chestnut Hill Academy South Campus,2018-19,Bellevue,WA,PRIVATE,1.9%,98005,0,1
625 140th Ave NE,8665,exempt,PRIVATE,2764,Exemption,Bellevue,9,King,Bellevue,Educational Service District 121,36,36,School,K-12,Personal,23.4%,47.61596,-122.15368,1,25.0%,Yes,1,Cedar Park Christian School--Bellevue,2018-19,Bellevue,WA,PRIVATE,27.1%,98005,0,1
15061 Bel-Red Rd,1460,exempt,PRIVATE,2764,Exemption,Bellevue,0,King,Bellevue,Educational Service District 121,59,59,School,K-12,Personal,0.0%,47.62751,-122.13819,1,0.0%,Yes,1,Bel-Red Bilingual Academy,2018-19,Bellevue,WA,PRIVATE,1.3%,98007,0,1
629 S 356th St,8944,exempt,PRIVATE,2764,Exemption,Federal Way,3,King,Federal Way,Educational Service District 121,59,59,School,K-12,Personal,4.3%,47.28252,-122.32693,1,5.1%,Yes,1,Brooklake Christian School,2018-19,Federal Way,WA,PRIVATE,6.4%,98003,0,1
4211 W Lk Sammamish Pkw,8408,exempt,PRIVATE,2764,Exemption,Bellevue,1,King,Issaquah,Educational Service District 121,116,116,School,K-12,Personal,0.6%,47.56974,-122.10153,1,0.9%,Yes,1,French Immersion School Of Washington,2018-19,Bellevue,WA,PRIVATE,1.5%,98008,0,1
6601 132nd Ave NE,804T,exempt,PRIVATE,2764,Exemption,Kirkland,0,King,Lake Washington,Educational Service District 121,18,18,School,K-12,Personal,0.0%,47.66536,-122.16409,1,0.0%,Yes,1,Les Lilas French Bilingual Community S,2018-19,Lake Washington,WA,PRIVATE,4.1%,98033,0,1
12931 NE 126th Place,804E,exempt,PRIVATE,2764,Exemption,Kirkland,1,King,Lake Washington,Educational Service District 121,82,82,School,K-12,Personal,0.8%,47.7135,-122.16972,1,1.2%,Yes,1,Northlake Academy,2018-19,Lake Washington,WA,PRIVATE,2.1%,98034,0,1
4239 162nd Ave NE,8470,exempt,PRIVATE,2764,Exemption,Redmond,0,King,Lake Washington,Educational Service District 121,78,78,School,K-12,Personal,0.0%,47.64839,-122.12442,1,0.0%,Yes,1,Cascadia Academy,2018-19,Lake Washington,WA,PRIVATE,0.9%,98052,0,1
16017 118th Pl NE,8673,exempt,PRIVATE,2764,Exemption,Bothell,8,King,Northshore,Educational Service District 121,150,150,School,K-12,Personal,5.0%,47.74464,-122.18255,1,5.3%,Yes,1,Evergreen Academy,2018-19,Northshore,WA,PRIVATE,5.9%,98011,0,1
2227 10th Ave E,8432,exempt,PRIVATE,2764,Exemption,Seattle,7,King,Seattle,Educational Service District 121,220,220,School,K-12,Personal,3.0%,47.6387,-122.32016,1,3.2%,Yes,1,Bertschi School,2018-19,Seattle,WA,PRIVATE,3.6%,98102,0,1
